entity_1,entity_2,relation_type,frequency
artificial intelligence,Xylem Inc.,influences,1
China PIPL,Xylem Inc.,regulates,1
FCPA,Xylem Inc.,regulates,1
Red Sea,Xylem Inc.,threatens,1
European Union,Xylem Inc.,regulates,1
OECD,Xylem Inc.,regulates,1
steel,Xylem Inc.,supplies,1
rare earth minerals,Xylem Inc.,supplies,1
Mexico,Xylem Inc.,supplies,1
currency exchange rates,Align Technology,threatens,1
Align Technology,Mexico,operates_in,1
military conflicts,Align Technology,threatens,1
Align Technology,Israel,operates_in,1
China,Align Technology,influences,1
natural disasters,Align Technology,threatens,1
Invisalign System,traditional wires and brackets,competes_with,1
DTC companies,Align Technology,competes_with,1
DSOs,Align Technology,competes_with,1
3D printing technology,Align Technology,competes_with,1
AI,Align Technology,influences,1
iTero intraoral scanners,polyvinyl siloxane impressions,competes_with,1
Align Technology,United Parcel Service,depends_on,1
CCPA,Align Technology,regulates,1
FCPA,Align Technology,regulates,1
EU AI Act,Align Technology,regulates,1
Corporate Sustainability Reporting Directive,Align Technology,regulates,1
cyberattacks,Align Technology,threatens,1
Align Technology,raw materials,depends_on,1
Align Technology,resin,depends_on,1
Align Technology,conflict minerals,depends_on,1
Chevron doctrine,Food and Drug Administration,influences,1
pandemics,Align Technology,threatens,1
startups,Align Technology,competes_with,1
laboratories,Align Technology,competes_with,1
Align Technology,United States,operates_in,1
Align Technology,China,operates_in,1
Align Technology,Europe,operates_in,1
Align Technology,AI,develops,1
Quality System regulations,Align Technology,regulates,1
APA Corporation,crude oil,produces,1
APA Corporation,NGL,produces,1
Russian war in Ukraine,crude oil,disrupts,1
armed conflict in Israel and Gaza,crude oil,disrupts,1
Environmental Protection Agency,methane,regulates,1
energy transition,APA Corporation,threatens,1
electric vehicles,crude oil,threatens,1
APA Corporation,EGPC,depends_on,1
Corporate AMT,APA Corporation,regulates,1
COVID-19 pandemic,APA Corporation,disrupts,1
cyberattacks,APA Corporation,threatens,1
APA Corporation,hydraulic fracturing,develops,1
United States,hydraulic fracturing,regulates,1
APA Corporation,Gulf of America,operates_in,1
Fitch,APA Corporation,influences,1
ESG,APA Corporation,influences,1
Apache,APA Corporation,funds,1
NYMEX,crude oil,trades_with,1
NYMEX,natural gas,trades_with,1
United Kingdom,Energy Profits Levy,regulates,1
Egypt,APA Corporation,depends_on,1
Axon Enterprise,CEDs,depends_on,1
President Trump,tariffs,develops,1
supply chain,Axon Enterprise,threatens,1
Axon Enterprise,AI,develops,1
Axon Enterprise,machine learning,develops,1
ACLU,AI,opposes,1
cybersecurity,Axon Enterprise,threatens,1
deepfake,Axon Enterprise,threatens,1
Axon Enterprise,cloud storage providers,depends_on,1
inflation,Axon Enterprise,threatens,1
interest rates,Axon Enterprise,threatens,1
recession,law enforcement agencies,threatens,1
Axon Enterprise,Distribution,depends_on,1
Axon Enterprise,cloud software,develops,1
Securities and Exchange Commission,Axon Enterprise,regulates,1
United States,H-1B visa,controls,1
Data Protection,Blackstone Inc.,threatens,1
Chief Security Officer,Blackstone Inc.,controls,1
Chief Technology Officer,Blackstone Inc.,controls,1
BXTI,Third-Party Vendors,regulates,1
Board of Directors,Blackstone Inc.,controls,1
Audit Committee,Blackstone Inc.,controls,1
Chief Security Officer,Board of Directors,influences,1
Chief Security Officer,Audit Committee,influences,1
Edwards Lifesciences,Food and Drug Administration,regulates,1
Edwards Lifesciences,European Union,regulates,1
Edwards Lifesciences,EU MDR,regulates,1
Edwards Lifesciences,"Becton, Dickinson and Company",trades_with,1
Edwards Lifesciences,physicians,depends_on,1
Edwards Lifesciences,research institutions,depends_on,1
Edwards Lifesciences,hospital systems,depends_on,1
Edwards Lifesciences,COVID-19,disrupts,1
Edwards Lifesciences,third-party payors,depends_on,1
Edwards Lifesciences,HIPAA,regulates,1
Edwards Lifesciences,GDPR,regulates,1
Edwards Lifesciences,California Consumer Privacy Act,regulates,1
Edwards Lifesciences,Foreign Corrupt Practices Act,regulates,1
Edwards Lifesciences,the United Kingdom Bribery Act,regulates,1
Edwards Lifesciences,Switzerland,operates_in,1
Edwards Lifesciences,United States,operates_in,1
Edwards Lifesciences,Australia,supplies,1
Edwards Lifesciences,GPO,trades_with,1
Edwards Lifesciences,United States Veterans Administration,trades_with,1
Edwards Lifesciences,climate change,threatens,1
Edwards Lifesciences,artificial intelligence,threatens,1
Edwards Lifesciences,quantum computing,threatens,1
Edwards Lifesciences,cloud computing,depends_on,1
Edwards Lifesciences,bovine tissue,depends_on,1
Edwards Lifesciences,BSE,threatens,1
the Affordable Care Act,Edwards Lifesciences,regulates,1
21st Century Cures Act,Edwards Lifesciences,regulates,1
Medical Device Regulation,Edwards Lifesciences,regulates,1
EU MDR,Switzerland,regulates,1
OECD,Edwards Lifesciences,influences,1
third-party payors,Edwards Lifesciences,controls,1
notified bodies,Edwards Lifesciences,regulates,1
Edwards Lifesciences,United States dollar,depends_on,1
Edwards Lifesciences,Euro,depends_on,1
Edwards Lifesciences,Japanese Yen,depends_on,1
Edwards Lifesciences,medical technology sector,operates_in,1
Edwards Lifesciences,value-based healthcare,influences,1
hospital systems,catheterization laboratories,controls,1
European Union,Edwards Lifesciences,regulates,1
Extra Space Storage,real estate,operates_in,1
unemployment rates,Extra Space Storage,threatens,1
tornadoes,Extra Space Storage,threatens,1
acts of war,Extra Space Storage,threatens,1
civil disturbances,Extra Space Storage,threatens,1
public health emergencies,Extra Space Storage,threatens,1
Russia-Ukraine conflict,Extra Space Storage,threatens,1
environmental laws,Extra Space Storage,regulates,1
competitors,Extra Space Storage,competes_with,1
publicly-traded REITs,Extra Space Storage,competes_with,1
institutional investment funds,Extra Space Storage,competes_with,1
cyberattacks,Extra Space Storage,threatens,1
Extra Space Storage,Information Technology,depends_on,1
Extra Space Storage,third-party vendors,depends_on,1
Extra Space Storage,third-party service providers,depends_on,1
climate change,insurance,threatens,1
Extra Space Storage,joint ventures,operates_in,1
Extra Space Storage,SmartStop,trades_with,1
Extra Space Storage,bridge lending program,operates_in,1
financial markets,Extra Space Storage,threatens,1
credit markets,Extra Space Storage,threatens,1
inflation rates,Extra Space Storage,threatens,1
Extra Space Storage,lenders,depends_on,1
interest rates,debt securities,influences,1
REIT,Extra Space Storage,regulates,1
IRS,Extra Space Storage,regulates,1
Extra Space Storage,Extra Space Management,controls,1
Extra Space Management,ESM Reinsurance Limited,controls,1
Extra Space Storage,Subsidiary REIT,controls,1
Extra Space Storage,taxable REIT subsidiary,controls,1
Kenneth M. Woolley,Extra Space Storage,controls,1
Spencer F. Kirk,Extra Space Storage,controls,1
Gilead Sciences,Lupin Ltd.,opposes,1
Gilead Sciences,Apotex Inc.,opposes,1
Gilead Sciences,Macleods Pharma Ltd.,opposes,1
Gilead Sciences,Hetero Labs Ltd.,opposes,1
Gilead Sciences,Cipla Ltd.,opposes,1
Gilead Sciences,Mylan Pharmaceuticals,opposes,1
Gilead Sciences,contract manufacturing organizations,depends_on,1
Gilead Sciences,contract research organizations,depends_on,1
Centers for Medicare and Medicaid Services,Gilead Sciences,regulates,1
the U.S. Department of Health and Human Services,Gilead Sciences,regulates,1
Colorado Prescription Drug Affordability Review Board,Gilead Sciences,regulates,1
EMA,Gilead Sciences,regulates,1
Gilead Sciences,United States,operates_in,1
Gilead Sciences,European Union,operates_in,1
Gilead Sciences,Yescarta,develops,1
Gilead Sciences,Tecartus,develops,1
Gilead Sciences,Trodelvy,develops,1
Yescarta,tocilizumab,depends_on,1
Tecartus,tocilizumab,depends_on,1
Gilead Sciences,HCV,develops,1
Gilead Sciences,cancer,develops,1
Gilead Sciences,carboplatin,depends_on,1
Gilead Sciences,cisplatin,depends_on,1
current Good Manufacturing Practices,Gilead Sciences,regulates,1
Risk Evaluation and Mitigation Strategy,Gilead Sciences,regulates,1
climate change,Gilead Sciences,threatens,1
United Nations COP26 Health Programme,Gilead Sciences,influences,1
tariffs,Gilead Sciences,threatens,1
President Trump,Gilead Sciences,influences,1
Gilead Sciences,pharmaceutical industry,operates_in,1
Gilead Sciences,biotechnology industry,operates_in,1
generic manufacturers,Gilead Sciences,competes_with,1
Medicare,Gilead Sciences,regulates,1
Medicaid,Gilead Sciences,regulates,1
Gilead Sciences,magrolimab,develops,1
Gilead Sciences,bulevirtide,develops,1
IFF,antitrust investigations,threatens,1
Department of Justice,IFF,regulates,1
Federal Trade Commission,IFF,regulates,1
IFF,Belarus,operates_in,1
IFF,Israel,operates_in,1
climate change,IFF,disrupts,1
European Union,microplastics ban,develops,1
European Green Deal,IFF,regulates,1
tariffs,IFF,threatens,1
United States,European Union,trades_with,1
IFF,energy,depends_on,1
IFF,Transportation,depends_on,1
IFF,N B Business,controls,1
IFF,DuPont,trades_with,1
Red Sea,IFF,disrupts,1
Food and Drug Administration,IFF,regulates,1
Russian invasion of Ukraine,oil and gas prices,disrupts,1
tariffs,European Union,disrupts,1
climate change,infrastructure,threatens,1
California,KKR & Co.,regulates,1
CSDDD,KKR & Co.,regulates,1
Council of the European Union,Pillar Two,develops,1
KKR & Co.,India,operates_in,1
Middle East conflict,KKR & Co.,threatens,1
public health crises,KKR & Co.,threatens,1
natural disasters,KKR & Co.,threatens,1
KKR & Co.,KFN,controls,1
alternative asset managers,KKR & Co.,competes_with,1
insurance companies,Global Atlantic,competes_with,1
reinsurance companies,Global Atlantic,competes_with,1
commercial banks,KKR & Co.,competes_with,1
BDCs,KKR & Co.,competes_with,1
generative artificial intelligence,KKR & Co.,threatens,1
data analytics,insurance,influences,1
export controls,KKR & Co.,regulates,1
foreign direct investment restrictions,China,regulates,1
the U.S. Congress,Internal Revenue Code,develops,1
Internal Revenue Code,KKR & Co.,regulates,1
the Inflation Reduction Act,energy,influences,1
the U.S. Supreme Court,KKR & Co.,influences,1
European Union,SFDR,regulates,1
European Supervisory Authorities,SFDR,regulates,1
OECD,Bermuda,regulates,1
Monster Beverage Corporation,The Coca-Cola Company,depends_on,1
The Coca-Cola Company,Monster Beverage Corporation,controls,1
Monster Beverage Corporation,PepsiCo,competes_with,1
Monster Beverage Corporation,Red Bull GmbH,competes_with,1
Monster Beverage Corporation,CELSIUS,competes_with,1
Monster Beverage Corporation,PRIME,competes_with,1
Monster Beverage Corporation,Molson Coors,competes_with,1
Monster Beverage Corporation,AB InBev,competes_with,1
Monster Beverage Corporation,The Boston Beer Company,competes_with,1
PepsiCo,"Celsius Holdings, Inc.",allies_with,1
Monster Beverage Corporation,Bang Energy,controls,1
Monster Beverage Corporation,Monster Brewing Company,controls,1
Monster Beverage Corporation,aluminum,depends_on,1
Monster Beverage Corporation,caffeine,depends_on,1
tariffs,Monster Beverage Corporation,threatens,1
FD&C Act,Monster Beverage Corporation,regulates,1
General Data Protection Regulation,Monster Beverage Corporation,regulates,1
California Proposition 65,Monster Beverage Corporation,regulates,1
Corporate Sustainability Reporting Directive,Monster Beverage Corporation,regulates,1
climate change,Monster Beverage Corporation,threatens,1
Hurricane Helene,Monster Beverage Corporation,disrupts,1
Hurricane Milton,Monster Beverage Corporation,disrupts,1
Los Angeles wildfires,Monster Beverage Corporation,disrupts,1
COVID-19 pandemic,Monster Beverage Corporation,disrupts,1
cybersecurity,Monster Beverage Corporation,threatens,1
inflation,Monster Beverage Corporation,threatens,1
e-commerce,Monster Beverage Corporation,influences,1
Monster Beverage Corporation,Coca-Cola Europacific Partners,depends_on,1
Monster Beverage Corporation,Coca-Cola Hellenic,depends_on,1
Monster Beverage Corporation,Coca-Cola FEMSA,depends_on,1
Monster Beverage Corporation,sugar,depends_on,1
Monster Beverage Corporation,glucose,depends_on,1
Monster Beverage Corporation,United States,operates_in,1
Monster Beverage Corporation,Europe,operates_in,1
Monster Beverage Corporation,China,operates_in,1
Monster Beverage Corporation,Canada,operates_in,1
Monster Beverage Corporation,Mexico,operates_in,1
Mr. Sacks,Monster Beverage Corporation,controls,1
Mr. Schlosberg,Monster Beverage Corporation,controls,1
SNAP,Monster Beverage Corporation,regulates,1
Treasury Report,alcohol beverage industry,regulates,1
Monster Beverage Corporation,ethanol,depends_on,1
Monster Beverage Corporation,barley,depends_on,1
Monster Beverage Corporation,hops,depends_on,1
Securities and Exchange Commission,O'Reilly Automotive,regulates,1
interest rates,O'Reilly Automotive,influences,1
unemployment,O'Reilly Automotive,influences,1
fuel prices,O'Reilly Automotive,influences,1
pandemics,O'Reilly Automotive,threatens,1
OEM,O'Reilly Automotive,threatens,1
U.S. trade policies,O'Reilly Automotive,regulates,1
sanctions,suppliers,regulates,1
labor strikes,supply chain,disrupts,1
natural disasters,distribution centers,threatens,1
terrorist activities,O'Reilly Automotive,threatens,1
war,O'Reilly Automotive,threatens,1
political unrest,O'Reilly Automotive,threatens,1
ransomware,O'Reilly Automotive,threatens,1
foreign currency,O'Reilly Automotive,influences,1
greenhouse gas emission limits,O'Reilly Automotive,regulates,1
employment legislation,O'Reilly Automotive,regulates,1
data privacy laws,O'Reilly Automotive,regulates,1
consumer debt,O'Reilly Automotive,influences,1
currency exchange rates,O'Reilly Automotive,influences,1
China,steel industry,disrupts,1
tariffs,Steel Dynamics,influences,1
Steel Dynamics,ferrous scrap,depends_on,1
global steelmaking overcapacity,Steel Dynamics,threatens,1
United States EPA,Steel Dynamics,regulates,1
climate change regulations,Steel Dynamics,regulates,1
aluminum,Steel Dynamics,competes_with,1
plastics,Steel Dynamics,competes_with,1
carbon fiber,Steel Dynamics,competes_with,1
pandemics,Steel Dynamics,threatens,1
EAF technology,ferrous scrap,depends_on,1
blast furnace technology,iron ore,depends_on,1
inflation,Steel Dynamics,threatens,1
interest rates,Steel Dynamics,threatens,1
Steel Dynamics,Columbus Mississippi aluminum mill,operates_in,1
Steel Dynamics,aluminum industry,operates_in,1
environmental permits,Steel Dynamics,regulates,1
PFAS regulations,Steel Dynamics,regulates,1
Office of Foreign Assets Control,Steel Dynamics,regulates,1
Vistra Corp.,nuclear generation,operates_in,1
Vistra Corp.,nuclear fuel,depends_on,1
GHG Emissions Rule,Vistra Corp.,regulates,1
GHG Emissions Rule,Martin Lake plant,regulates,1
GHG Emissions Rule,Oak Grove plant,regulates,1
Vistra Corp.,greenhouse gases,produces,1
Vistra Corp.,Science Based Targets initiative,operates_in,1
Vistra Corp.,climate change,opposes,1
Virginia,RGGI,opposes,1
Pennsylvania,RGGI,opposes,1
California Global Warming Solutions Act,Vistra Corp.,regulates,1
CSAPR,Vistra Corp.,regulates,1
Good Neighbor Plan,Vistra Corp.,regulates,1
Good Neighbor Plan,Martin Lake plant,threatens,1
Vistra Corp.,D.C. Circuit Court,opposes,1
Vistra Corp.,Fifth Circuit Court,operates_in,1
BART,Martin Lake plant,regulates,1
BART,Coleto Creek plant,regulates,1
NAAQS,Martin Lake plant,regulates,1
CCR Rule,Vistra Corp.,regulates,1
IEPA,Baldwin facility,regulates,1
IEPA,Vermilion facility,regulates,1
Winter Storm Elliott,wholesale power market,disrupts,1
Winter Storm Heather,wholesale power market,disrupts,1
Canada,wholesale power market,trades_with,1
ERCOT,Vistra Corp.,operates_in,1
PJM,Vistra Corp.,operates_in,1
MISO,Vistra Corp.,operates_in,1
Texas,Vistra Corp.,operates_in,1
Illinois,Vistra Corp.,operates_in,1
California,Vistra Corp.,operates_in,1
Luminant,Vistra Corp.,operates_in,1
DMG,Vermilion facility,controls,1
carbon capture and sequestration,GHG Emissions Rule,operates_in,1
Trump administration,Vistra Corp.,influences,1
Vistra Corp.,sulfur dioxide,produces,1
Vistra Corp.,nitrogen oxide,produces,1
TCEQ,Martin Lake plant,regulates,1
MassDEP,Massachusetts,regulates,1
Vistra Corp.,USWAG,allies_with,1
Vistra Corp.,Vistra Zero,develops,1
Bermuda,Arch Capital Group,regulates,1
United States,Arch Capital Group,regulates,1
Internal Revenue Service,Arch Capital Group,regulates,1
Tax Cuts and Jobs Act of 2017,Arch Capital Group,regulates,1
United Kingdom,Arch Re Europe,regulates,1
Canada,Arch Insurance Canada,regulates,1
Ireland,Arch Re Europe,regulates,1
Switzerland,Arch Re Europe Swiss Branch,regulates,1
Denmark,Arch Re Denmark,regulates,1
Gibraltar,Arch Capital Group,regulates,1
Hong Kong,Arch MI Asia,regulates,1
Australia,Arch LMI,regulates,1
Pillar II,Arch Capital Group,regulates,1
OECD,Pillar II,develops,1
Controlled Foreign Corporation rules,Arch Capital Group,regulates,1
Related Person Insurance Income rules,Arch Capital Group,regulates,1
Passive Foreign Investment Company rules,Arch Capital Group,regulates,1
FATCA,Arch Capital Group,regulates,1
CSRD,Arch Capital Group,regulates,1
European Union,CSRD,develops,1
Russia,Oil,produces,1
Russia,natural gas,produces,1
Russia,Marine sector,disrupts,1
Russia,Energy sector,disrupts,1
climate change,Natural catastrophes,influences,1
Hurricanes,Arch Capital Group,threatens,1
Floods,Arch Capital Group,threatens,1
Wildfires,Arch Capital Group,threatens,1
Earthquakes,Arch Capital Group,threatens,1
Terrorism,Arch Capital Group,threatens,1
Phishing,Arch Capital Group,threatens,1
Data breach,Arch Capital Group,threatens,1
Terrorism Risk Insurance Act of 2002,Arch Capital Group,regulates,1
tariffs,Arch Capital Group,threatens,1
GSEs,Mortgage insurance,regulates,1
Federal Housing Finance Agency,GSEs,regulates,1
Basel III Capital Accord,Mortgage insurance,regulates,1
climate change,Credit Risk Transfer,threatens,1
Arch Capital Group,Reinsurance,operates_in,1
Arch Capital Group,Generative AI,develops,1
Silent cyber risks,Arch Capital Group,threatens,1
IAIGs,Arch Capital Group,regulates,1
EU Anti-Tax Avoidance Directives,Arch Capital Group,regulates,1
Economic Substance,Arch Capital Group,regulates,1
COVID-19 pandemic,Arch Capital Group,threatens,1
Arch Re Bermuda,Arch Re Denmark,controls,1
Base Erosion and Anti-Abuse Tax,Arch Capital Group,regulates,1
Subpart F,Arch Capital Group,regulates,1
Global intangible low-taxed income,Arch Capital Group,regulates,1
Arch Capital Group,Insurance industry,competes_with,1
Arch Capital Group,Reinsurance industry,competes_with,1
FINRA,Ares Management Corporation,regulates,1
Investment Advisers Act,Ares Management Corporation,regulates,1
tariffs,Ares Management Corporation,threatens,1
GDPR,Ares Management Corporation,regulates,1
artificial intelligence,investment management,disrupts,1
blockchain,investment management,disrupts,1
Ares Management Corporation,investment management,competes_with,1
private equity,Ares Management Corporation,competes_with,1
Ares Management Corporation,Japan,operates_in,1
Ares Management Corporation,Vietnam,operates_in,1
Ares Management Corporation,Brazil,operates_in,1
Ares Management Corporation,Mexico,operates_in,1
oil and gas,Ares Management Corporation,threatens,1
BMA,insurance industry,regulates,1
the National Association of Insurance Commissioners,insurance industry,regulates,1
Ares Management Corporation,insurance industry,operates_in,1
Form PF,Ares Management Corporation,regulates,1
Chevron doctrine,Ares Management Corporation,influences,1
AvalonBay Communities,apartment communities,develops,1
AvalonBay Communities,REIT,competes_with,1
AvalonBay Communities,insurance companies,competes_with,1
AvalonBay Communities,pension and investment funds,competes_with,1
AvalonBay Communities,The Park Loggia,controls,1
AvalonBay Communities,third party developers,depends_on,1
AvalonBay Communities,third party general contractors,depends_on,1
immigration laws,AvalonBay Communities,threatens,1
tariffs,AvalonBay Communities,threatens,1
AvalonBay Communities,venture funds,funds,1
AvalonBay Communities,technology companies,funds,1
venture funds,technology companies,funds,1
AvalonBay Communities,joint ventures,operates_in,1
AvalonBay Communities,mezzanine debt,controls,1
AvalonBay Communities,preferred equity,controls,1
AvalonBay Communities,ground leases,depends_on,1
ground leases,AvalonBay Communities,threatens,1
technology companies,technology,develops,1
technology companies,energy management,develops,1
AvalonBay Communities,TRSs,operates_in,1
European Central Bank,BNY SA/NV,regulates,1
National Bank of Belgium,BNY SA/NV,regulates,1
Belgian Financial Services and Markets Authority,BNY SA/NV,regulates,1
BNY SA/NV,Belgium,operates_in,1
BNY SA/NV,Netherlands,operates_in,1
BNY SA/NV,Denmark,operates_in,1
BNY SA/NV,Ireland,operates_in,1
BNY SA/NV,Germany,operates_in,1
BNY SA/NV,Luxembourg,operates_in,1
BNY SA/NV,Spain,operates_in,1
BNY SA/NV,Italy,operates_in,1
BNY SA/NV,France,operates_in,1
BNY SA/NV,Poland,operates_in,1
BNY Mellon,Financial Services,competes_with,1
BNY Mellon,technology service providers,competes_with,1
BNY Mellon,investment management firms,competes_with,1
BNY Mellon,hedge funds,competes_with,1
BNY Mellon,investment banking companies,competes_with,1
BNY Mellon,trust banks,competes_with,1
BNY Mellon,brokerage firms,competes_with,1
BNY Mellon,insurance companies,competes_with,1
financial technology firms,BNY Mellon,threatens,1
Single Supervisory Mechanism,BNY SA/NV,regulates,1
Federal Government,"Washington, DC",influences,1
"BXP, Inc.",Exxon Corporation,depends_on,1
remote work,office space,threatens,1
cybersecurity,"BXP, Inc.",threatens,1
pandemics,"BXP, Inc.",threatens,1
"BXP, Inc.",technology sector,depends_on,1
"BXP, Inc.",legal sector,depends_on,1
"BXP, Inc.",financial sector,depends_on,1
"BXP, Inc.",Michael E. LaBelle,depends_on,1
"BXP, Inc.","IXP, LLC",controls,1
presidential administration,"BXP, Inc.",influences,1
tariffs,"BXP, Inc.",threatens,1
artificial intelligence,"BXP, Inc.",influences,1
"BXP, Inc.",real estate,operates_in,1
Chubb Limited,Huatai Insurance Group Co. Ltd,controls,1
Chubb Limited,Westchester Specialty,controls,1
Chubb Limited,The Chubb Corporation,controls,1
Chubb Limited,Healthy Paws Pet Insurance LLC,controls,1
Chubb Limited,Asian,operates_in,1
Chubb Limited,state-owned insurers,competes_with,1
Chubb Limited,alternative capital sources,competes_with,1
Chubb Limited,investment management firms,competes_with,1
Chubb Limited,Bank,competes_with,1
Chubb Limited,digital distribution platforms,develops,1
Chubb Limited,artificial intelligence,develops,1
Chubb Limited,climate change,depends_on,1
Chubb Limited,U.S. Department of Agriculture,depends_on,1
the New York State Department of Financial Services,Chubb Limited,regulates,1
Terrorism Risk Insurance Act,Chubb Limited,regulates,1
Model Bulletin on the Use of Artificial Intelligence Systems,Chubb Limited,regulates,1
Huatai Insurance Group Co. Ltd,China,operates_in,1
Huatai P&C,China,operates_in,1
Huatai Life Insurance Co. Ltd,China,operates_in,1
Huatai Asset Management Co. Ltd,China,operates_in,1
Chubb Limited,asbestos exposure,threatens,1
Chubb Limited,environmental liabilities,threatens,1
Chubb Limited,inflation,threatens,1
Chubb Global Markets,Lloyd's of London,operates_in,1
Syndicate 2488,Chubb Limited,controls,1
Chubb Life,South Korea,operates_in,1
Chubb Life,Taiwan,operates_in,1
Chubb Life,Thailand,operates_in,1
Chubb Life,Vietnam,operates_in,1
Chubb Life,Indonesia,operates_in,1
Chubb Limited,reinsurance,produces,1
Bermuda Solvency Capital Requirement,Chubb Limited,regulates,1
Cigna,HCSC,trades_with,1
Change Healthcare,Cigna,disrupts,1
Cigna,VillageMD,funds,1
Federal Trade Commission,Cigna,threatens,1
OCR,Cigna,regulates,1
the Inflation Reduction Act,Cigna,threatens,1
CSRD,Cigna,regulates,1
Climate Corporate Data Accountability Act,Cigna,regulates,1
Cigna,pharmacy providers,depends_on,1
Cigna,AI,develops,1
CMS,Medicare Part D,regulates,1
Star Rating,Medicare Advantage,influences,1
CIA,Cigna,regulates,1
Federal Trade Commission,insulin,regulates,1
Cigna,PBM,operates_in,1
Cigna,specialty pharmacy,operates_in,1
Cigna,home delivery pharmacy,operates_in,1
Dodd-Frank Act,Cigna,regulates,1
the False Claims Act,Cigna,threatens,1
PCI DSS,Cigna,regulates,1
Cigna,health insurance exchanges,operates_in,1
telehealth,Cigna,influences,1
United States,CME Group,regulates,1
E.U.,CME Group,regulates,1
FICC,BrokerTec Americas,controls,1
Securities and Exchange Commission,CME Group,competes_with,1
Google Cloud,CME Group,supplies,1
financial crisis of 2008,CME Group,disrupts,1
ISVs,CME Group,supplies,1
CME Group,ISVs,depends_on,1
artificial intelligence,CME Group,influences,1
third-party price reporting agencies,CME Group,supplies,1
CME Group,third-party price reporting agencies,depends_on,1
Class B shareholders,CME Group,controls,1
capital requirements,CME Group,regulates,1
anti-money laundering programs,BrokerTec,regulates,1
anti-money laundering programs,EBS,regulates,1
privacy regulations,CME Group,regulates,1
data collection regulations,CME Group,regulates,1
CME Group,CME Globex,develops,1
CME Group,derivatives,trades_with,1
CME Group,commodities,trades_with,1
CME Group,interest rates,trades_with,1
spoofing,CME Group,threatens,1
layering,CME Group,threatens,1
wash trading,CME Group,threatens,1
manipulation,CME Group,threatens,1
phishing attacks,CME Group,threatens,1
ransomware attacks,CME Group,threatens,1
nation-state actors,Corpay,threatens,1
FinCEN,Corpay,regulates,1
Corpay,fuel,depends_on,1
climate change,oil industry,threatens,1
electric vehicles,fuel,disrupts,1
Dodd-Frank Act,Corpay,regulates,1
tariffs,Corpay,threatens,1
economic sanctions,Corpay,threatens,1
Federal Trade Commission,Corpay,regulates,1
Corpay,Brazil,operates_in,1
pandemics,Corpay,threatens,1
Corpay,OTC derivatives,develops,1
European Market Infrastructure Regulation,Corpay,regulates,1
MiFID II,Corpay,regulates,1
Corpay,payments industry,operates_in,1
Corpay,Bank,depends_on,1
Federal Reserve,Corpay,regulates,1
FDIC,Corpay,regulates,1
FCPA,Corpay,regulates,1
Sarbanes-Oxley Act,Corpay,regulates,1
Environmental Protection Agency,oil industry,regulates,1
Congress,payments industry,regulates,1
CFTC,Corpay,regulates,1
climate change,Corpay,threatens,1
GHG emissions,oil industry,threatens,1
CSX Corporation,cybersecurity program,operates_in,1
CSX Corporation,Security Operation Center,controls,1
Security Operation Center,cybersecurity incidents,develops,1
Deputy Chief Information Security Officer,Security Operation Center,operates_in,1
Audit Committee,ERM program,controls,1
CSX Corporation,Transportation Security Administration,regulates,1
CSX Corporation,Securities and Exchange Commission,regulates,1
cyberattacks,CSX Corporation,threatens,1
data breaches,CSX Corporation,threatens,1
CSX Corporation,third-party service providers,depends_on,1
CSX Corporation,third-party vendors,depends_on,1
third-party vendors,cyberattacks,threatens,1
CSX Corporation,penetration testing,develops,1
CSX Corporation,continuous monitoring,develops,1
cybersecurity incidents,CSX Corporation,disrupts,1
rail and transportation industries,cyberattacks,threatens,1
Dominion Energy,cybersecurity threats,operates_in,1
Dominion Energy,Federal Bureau of Investigation,allies_with,1
Dominion Energy,the Department of Homeland Security,allies_with,1
Dominion Energy,Commonwealth of Virginia,operates_in,1
Dominion Energy,Virginia Cybersecurity Partnership,allies_with,1
Dominion Energy,converged security model,develops,1
Dominion Energy,Cyber Security Incident Response Plan,develops,1
Dominion Energy,Vendor Compromise Response Plan,develops,1
Dominion Energy,third-party service providers,depends_on,1
Cyber Security Incident Response Plan,cybersecurity threats,controls,1
Vendor Compromise Response Plan,third-party service providers,controls,1
converged security model,cybersecurity threats,controls,1
North Carolina,Duke Energy,regulates,1
South Carolina,Duke Energy,regulates,1
Florida,Duke Energy,regulates,1
IRA,Duke Energy,influences,1
nuclear production tax credits,Duke Energy,influences,1
Duke Energy,nuclear energy,depends_on,1
Duke Energy,carbon capture and sequestration,develops,1
Duke Energy,hydrogen,develops,1
Duke Energy,long-duration storage,develops,1
climate change,Duke Energy,threatens,1
2015 CCR Rule,Duke Energy,regulates,1
2024 CCR Rule,Duke Energy,regulates,1
hurricanes Helene and Milton,Duke Energy,disrupts,1
COVID-19 pandemic,Duke Energy,disrupts,1
RTO,Duke Energy Ohio,controls,1
RTO,Duke Energy Indiana,controls,1
Duke Energy,net-zero 2050 goal,develops,1
Duke Energy,transmission assets,operates_in,1
Duke Energy,nuclear stations,operates_in,1
Duke Energy,coal-fired power plants,operates_in,1
data centers,Duke Energy,consumes,1
Duke Energy,battery storage,develops,1
the Department of Homeland Security,Duke Energy,regulates,1
geopolitical events,eBay Inc.,disrupts,1
inflationary pressure,eBay Inc.,disrupts,1
foreign exchange rate volatility,eBay Inc.,disrupts,1
elevated interest rates,eBay Inc.,disrupts,1
eBay Inc.,Adevinta ASA,trades_with,1
